no,G_ID,GDAY_DS,T_ID,WLS,P1,P2,P3,P4,D1,D2,D3,B1,B2,B3,B4,C1,C2,C3,C4,S1,S2,W,WS,WC,YEAR,p1,p2,p3,p4,d1,d2,d3,b1,b2,b3,b4,c1,c2,c3,c4,s1,s2
140,20161002KTHT0,20161002,KT,L,0.2,3.375,0.16,0.75,0,0,0,0.137931034,1,0.161290323,0.137931034,0,0.034482759,0.333333333,4,1,1,LOSE,0,567,2016,0,0,0.256,1,1,0,0,0,0,0,0,0,0,1,0,1,1
141,20161003KTHT0,20161003,KT,L,0.485714286,10.125,0.114285714,0.75,0,1,1,0.277777778,3,0.317073171,0.388888889,0,0.166666667,0.3,8,0,0.66329588,LOSE,0,567,2016,1,1,0,1,1,0.5,1,0.54438861,0.333333333,0.356432534,0.322344322,0,0.915384615,0.84,0.666666667,0,0
142,20161005HHKT0,20161005,KT,L,0.526315789,7,0.421052632,0.444444444,0,1,0,0.272727273,5,0.368421053,0.575757576,1,0.060606061,0.125,8,0,0.66329588,LOSE,0,567,2016,1,0.525166192,1,0.644444444,1,0.5,0,0.495660119,1,0.816580077,1,1,0,0,0.666666667,0,0
143,20161007KTNC0,20161007,KT,W,0.4,2,0.085714286,0.222222222,0,0,0,0.272727273,5,0.368421053,0.393939394,0,0.121212121,0.4,5,0,0.66329588,WIN,3,570,2016,0.482699943,0,0,0,1,0,0,0.495660119,1,0.816580077,0.340659341,0,0.523076923,1,0,0,0
144,20161009KTNC0,20161009,KT,W,0.41025641,4,0.333333333,0.111111111,1,0,0,0.368421053,3,0.404761905,0.526315789,0,0.131578947,0.1,9,1,1,WIN,3,573,2016,0.544599095,0.069325736,1,0,1,0,0,1,0.333333333,1,0.82070561,0,0.612550607,0,1,1,1
1,20160401HHLG0,20160401,LG,W,0.326086957,3,0.217391304,0.25,0,1,0,0.214285714,4,0.282608696,0.404761905,1,0.095238095,0.333333333,8,2,0.666666667,WIN,3,576,2016,0.339446877,0,0.875104246,0.068965517,1,1,0,0,0.333333333,0,0.199232275,1,0.158091069,0.877344877,0.666666667,1,0.333333333
2,20160402HHLG0,20160402,LG,W,0.395348837,5.727272727,0.209302326,0.363636364,0,0,0,0.3,9,0.416666667,0.575,1,0.2,0.3,11,1,0.333333333,WIN,3,579,2016,0.805555925,0.545454545,0.786456634,0.351097179,1,0,0,0.614116095,1,1,0.872219433,1,1,0.723809524,1,1,0
3,20160405LGHT0,20160405,LG,L,0.285714286,4.5,0.357142857,0.375,0,2,1,0.205882353,1,0.228571429,0.205882353,0,0.029411765,0.2,7,1,1,LOSE,0,579,2016,0.067752447,0.3,1,0.379310345,1,1,1,0,0,0,0,0,0,0.263203463,0.333333333,1,1
4,20160407LGHT0,20160407,LG,W,0.411764706,4,0.176470588,0.222222222,0,1,1,0.289473684,5,0.357142857,0.552631579,2,0.210526316,0.333333333,8,2,1,WIN,3,582,2016,0.916029173,0.2,0.426651623,0,1,1,1,0.518073879,0.666666667,0.586956522,0.783792339,1,1,0.877344877,0.666666667,1,1
5,20160408LGSK0,20160408,LG,L,0.222222222,2.793103448,0.111111111,0.413793103,0,0,1,0.121212121,3,0.171428571,0.242424242,1,0.060606061,0.2,4,0,0.622112211,LOSE,0,582,2016,0,0,0,0.475624257,1,0,1,0,0,0,0,1,0,0.263203463,0,0,0.244224422
6,20160409LGSK0,20160409,LG,L,0.296296296,4.5,0.259259259,0.625,0,1,0,0.25,6,0.368421053,0.5,1,0.09375,0,8,0,0.622112211,LOSE,0,582,2016,0.138965802,0.3,1,1,1,1,0,0.157915567,1,0.684782609,0.575728588,1,0.145143956,0,0.666666667,0,0.244224422
7,20160410LGSK0,20160410,LG,L,0.363636364,7.875,0.151515152,0.375,0,1,1,0.27027027,1,0.289473684,0.486486486,2,0.135135135,0.333333333,5,1,0.5,LOSE,0,582,2016,0.592141696,0.975,0.15316347,0.379310345,1,1,1,0.342861727,0,0,0.522306813,1,0.505213677,0.877344877,0,1,0
8,20160412LTLG0,20160412,LG,W,0.477272727,9.9,0.227272727,0.2,0,0,1,0.414634146,14,0.543859649,0.634146341,0,0.292682927,0.333333333,14,1,0.5,WIN,3,585,2016,1,1,0.983395362,0,1,0,1,1,1,1,1,0,1,0.877344877,1,1,0
9,20160413LTLG0,20160413,LG,W,0.290322581,3,0.258064516,0.333333333,0,3,0,0.28125,6,0.394736842,0.53125,1,0.15625,0.3,9,1,1,WIN,3,588,2016,0.098764714,0,1,0.275862069,1,1,0,0.443040897,1,0.913043478,0.69926644,1,0.688922719,0.723809524,1,1,1
10,20160414LTLG0,20160414,LG,L,0.463414634,9,0.195121951,0.444444444,1,0,1,0.228571429,0,0.228571429,0.285714286,0,0,0,8,0,0.622112211,LOSE,0,588,2016,1,1,0.631053047,0.551724138,1,0,1,0,0,0,0,0,0,0,0.666666667,0,0.244224422
11,20160415LGHH0,20160415,LG,W,0.272727273,2,0.121212121,0.222222222,0,4,4,0.431818182,10,0.537037037,0.840909091,4,0.363636364,0.368421053,10,2,1,WIN,3,591,2016,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12,20160417LGHH0,20160417,LG,W,0.205882353,4,0.323529412,1.111111111,0,2,0,0.303030303,6,0.41025641,0.666666667,2,0.181818182,0.222222222,7,1,0.333333333,WIN,3,594,2016,0,0.2,1,1,1,1,0,0.641764612,1,1,1,1,0.911377667,0.365560366,0.333333333,1,0
13,20160419NCLG0,20160419,LG,L,0.444444444,8,0.166666667,0.444444444,0,0,0,0.037037037,2,0.1,0.037037037,0,0.037037037,0,3,0,0.622112211,LOSE,0,594,2016,1,1,0.319209848,0.551724138,1,0,0,0,0,0,0,0,0,0,0,0,0.244224422
14,20160420NCLG0,20160420,LG,W,0.424242424,3,0.181818182,0.222222222,0,3,0,0.193548387,4,0.242424242,0.451612903,2,0.193548387,0.4,4,0,0.622112211,WIN,3,597,2016,1,0,0.485256227,0,1,1,0,0,0.333333333,0,0.384444171,1,1,1,0,0,0.244224422
15,20160421NCLG0,20160421,LG,L,0.5,8,0.157894737,0.777777778,0,0,0,0.307692308,6,0.372093023,0.666666667,3,0.128205128,0.1,13,0,0.622112211,LOSE,0,597,2016,1,1,0.223077734,1,1,0,0,0.684300792,1,0.716632963,1,1,0.444919427,0,1,0,0.244224422
16,20160422LGWO0,20160422,LG,L,0.571428571,11.25,0.171428571,0.5,0,2,3,0.161290323,2,0.1875,0.290322581,1,0.064516129,0,4,0,0.622112211,LOSE,0,597,2016,1,1,0.371395853,0.689655172,1,1,1,0,0,0,0,1,0,0,0,0,0.244224422
17,20160423LGWO0,20160423,LG,L,0.575,15.75,0.275,0.875,0,0,0,0.222222222,2,0.256410256,0.388888889,0,0.027777778,0,10,0,0.622112211,LOSE,0,597,2016,1,1,1,1,1,0,0,0,0,0,0.13648289,0,0,0,1,0,0.244224422
18,20160424LGWO0,20160424,LG,W,0.388888889,3,0.166666667,0.222222222,0,0,0,0.294117647,2,0.305555556,0.470588235,1,0.147058824,0.428571429,5,1,0.333333333,WIN,3,600,2016,0.762082656,0,0.319209848,0,1,0,0,0.560445445,0,0.139492754,0.459457668,1,0.608955253,1,0,1,0
19,20160426LGSS0,20160426,LG,W,0.071428571,0,0.25,0.111111111,0,1,0,0.21875,4,0.305555556,0.21875,0,0.0625,0.2,8,2,0.666666667,WIN,3,603,2016,0,0,1,0,1,1,0,0,0.333333333,0.139492754,0,0,0,0.263203463,0.666666667,1,0.333333333
20,20160428LGSS0,20160428,LG,L,0.290322581,10.125,0.290322581,1.125,0,0,1,0.305555556,5,0.375,0.694444444,3,0.194444444,0.333333333,7,0,0,LOSE,0,603,2016,0.098764714,1,1,1,1,0,1,0.664805043,0.666666667,0.741847826,1,1,1,0.877344877,0.333333333,0,0
21,20160429KTLG0,20160429,LG,W,0.25,3,0.178571429,0.555555556,0,1,1,0.285714286,7,0.404761905,0.4,1,0.114285714,0.4,13,0,0.622112211,WIN,3,606,2016,0,0,0.44967486,0.827586207,1,1,1,0.483773087,1,1,0.18040746,1,0.323814121,1,1,0,0.244224422
22,20160430KTLG0,20160430,LG,L,0.294117647,3,0.176470588,0.222222222,0,0,0,0.178571429,6,0.294117647,0.25,0,0.035714286,0.111111111,7,0,0,LOSE,0,606,2016,0.124304229,0,0.426651623,0,1,0,0,0,1,0.04028133,0,0,0,0,0.333333333,0,0
23,20160501KTLG0,20160501,LG,W,0.35483871,2,0.096774194,0.555555556,0,3,0,0.25,5,0.333333333,0.464285714,1,0.107142857,0.166666667,7,3,0.75,WIN,3,609,2016,0.532936458,0,0,0.827586207,1,1,0,0.157915567,0.666666667,0.380434783,0.43454247,1,0.261667976,0.10966811,0.333333333,1,0.5
24,20160504OBLG0,20160504,LG,L,0.604166667,17,0.104166667,0.444444444,0,0,1,0.129032258,5,0.25,0.258064516,0,0.032258065,0.142857143,8,1,1,LOSE,0,609,2016,1,1,0,0.551724138,1,0,1,0,0.666666667,0,0,0,0,0,0.666666667,1,1
25,20160505OBLG0,20160505,LG,W,0.466666667,6.3,0.088888889,0.3,0,3,0,0.277777778,3,0.333333333,0.555555556,1,0.166666667,0.384615385,5,0,0,WIN,3,612,2016,1,0.66,0,0.193103448,1,1,0,0.411360305,0,0.380434783,0.795351436,1,0.779552512,1,0,0,0
26,20160506LGNC0,20160506,LG,L,0.540540541,14.625,0.135135135,0.25,0,2,1,0.172413793,3,0.25,0.172413793,0,0.068965517,0.4,4,0,0,LOSE,0,612,2016,1,1,0,0.068965517,1,1,1,0,0,0,0,0,0,1,0,0,0
27,20160507LGNC0,20160507,LG,L,0.375,4.5,0.375,0.375,0,0,0,0.193548387,6,0.285714286,0.193548387,0,0.032258065,0.25,9,0,0,LOSE,0,612,2016,0.668615128,0.3,1,0.379310345,1,0,0,0,1,0,0,0,0,0.493506494,1,0,0
28,20160508LGNC0,20160508,LG,L,0.466666667,12.375,0.1,1.375,0,2,0,0.25,2,0.289473684,0.416666667,1,0.138888889,0.428571429,6,0,0.622112211,LOSE,0,612,2016,1,1,0,1,1,1,0,0.157915567,0,0,0.246294314,1,0.537873062,1,0,0,0.244224422
29,20160510SSLG0,20160510,LG,L,0.487804878,9,0.073170732,0.666666667,0,0,0,0.272727273,8,0.390243902,0.272727273,0,0.090909091,0.333333333,12,0,0,LOSE,0,612,2016,1,1,0,1,1,0,0,0.365279444,1,0.87407211,0,0,0.120426739,0.877344877,1,0,0
30,20160511SSLG0,20160511,LG,W,0.405405405,2,0.162162162,0.111111111,0,0,0,0.488888889,4,0.510204082,0.911111111,2,0.355555556,0.555555556,11,1,1,WIN,3,615,2016,0.87323323,0,0.269844709,0,1,0,0,1,0.333333333,1,1,1,1,1,1,1,1
31,20160512SSLG0,20160512,LG,L,0.323529412,7,0.176470588,1,0,0,2,0.303030303,3,0.342857143,0.515151515,0,0.151515152,0.272727273,6,0,0.622112211,LOSE,0,615,2016,0.322235465,0.8,0.426651623,1,1,0,1,0.641764612,0,0.463043478,0.635625728,0,0.647727358,0.598189689,0,0,0.244224422
32,20160513SKLG0,20160513,LG,W,0.133333333,1,0.233333333,0.333333333,0,0,1,0.275862069,5,0.382352941,0.517241379,0,0.068965517,0.166666667,8,0,0,WIN,3,618,2016,0,0,1,0.275862069,1,0,1,0.393881357,0.666666667,0.805626598,0.643887403,0,0,0.10966811,0.666666667,0,0
33,20160514SKLG0,20160514,LG,W,0.176470588,3,0.117647059,0.444444444,0,0,1,0.421052632,4,0.452380952,0.763157895,1,0.315789474,0.416666667,7,1,0.5,WIN,3,621,2016,0,0,0,0.551724138,1,0,1,1,0.333333333,1,1,1,1,1,0.333333333,1,0
34,20160517LGKT0,20160517,LG,W,0.428571429,7,0.142857143,0.222222222,0,1,0,0.264705882,6,0.342105263,0.676470588,3,0.264705882,0.5,4,1,0.5,WIN,3,624,2016,1,0.8,0.058279825,0,1,1,0,0.292092193,1,0.456521739,1,1,1,1,0,1,0
35,20160518LGKT0,20160518,LG,W,0.193548387,2,0.258064516,0.555555556,0,1,0,0.28125,2,0.294117647,0.65625,2,0.1875,0.125,3,2,1,WIN,3,627,2016,0,0,1,0.827586207,1,1,0,0.443040897,0,0.04028133,1,1,0.9608121,0,0,1,1
36,20160519LGKT0,20160519,LG,W,0.096774194,0,0.225806452,0.3,0,2,0,0.210526316,5,0.302325581,0.368421053,0,0.105263158,0.166666667,9,0,0,WIN,3,630,2016,0,0,0.967326358,0.193103448,1,1,0,0,0.666666667,0.111476239,0.055569209,0,0.245313728,0.10966811,1,0,0
37,20160520WOLG0,20160520,LG,W,0.178571429,3,0.392857143,0.555555556,0,1,1,0.310344828,2,0.333333333,0.551724138,0,0.137931034,0.25,5,0,0,WIN,3,633,2016,0,0,1,0.827586207,1,1,1,0.708502411,0,0.380434783,0.780205033,0,0.529539288,0.493506494,0,0,0
38,20160521WOLG0,20160521,LG,L,0.513513514,7,0.108108108,0.666666667,0,0,0,0.333333333,8,0.431818182,0.444444444,0,0.083333333,0.090909091,13,1,0.5,LOSE,0,633,2016,1,0.8,0,1,1,0,0,0.91824978,1,1,0.356105739,0,0.054514162,0,1,1,0
39,20160522WOLG0,20160522,LG,W,0.371428571,4,0.171428571,0.111111111,0,0,0,0.24137931,2,0.266666667,0.379310345,0,0.137931034,0.375,3,1,0.5,WIN,3,636,2016,0.64458062,0.2,0.371395853,0,1,0,0,0.079260304,0,0,0.098616881,0,0.529539288,1,0,1,0
40,20160525LGLT0,20160525,LG,L,0.379310345,2.25,0.206896552,0.625,0,0,2,0.233333333,4,0.314285714,0.233333333,0,0.033333333,0,7,1,0.333333333,LOSE,0,636,2016,0.697622292,0,0.760091612,1,1,0,1,0.005848725,0.333333333,0.215217391,0,0,0,0,0.333333333,1,0
41,20160526LGLT0,20160526,LG,L,0.361111111,7.875,0.222222222,0.625,1,0,0,0.235294118,3,0.297297297,0.529411765,2,0.117647059,0.142857143,6,2,0.666666667,LOSE,0,636,2016,0.5751476,0.975,0.928046569,1,1,0,0,0.023738941,0,0.06786134,0.691999507,1,0.353059365,0,0,1,0.333333333
42,20160527LGOB0,20160527,LG,L,0.35483871,5.625,0.064516129,0.375,0,1,1,0.277777778,1,0.297297297,0.388888889,0,0.027777778,0.142857143,9,0,0.622112211,LOSE,0,636,2016,0.532936458,0.525,0,0.379310345,1,1,1,0.411360305,0,0.06786134,0.13648289,0,0,0,1,0,0.244224422
43,20160528LGOB0,20160528,LG,L,0.387096774,3.375,0.161290323,0.125,0,2,0,0.212121212,2,0.257142857,0.484848485,1,0.060606061,0.142857143,6,2,1,LOSE,0,636,2016,0.75002233,0.075,0.260290166,0,1,1,0,0,0,0,0.515831447,1,0,0,0,1,1
44,20160529LGOB0,20160529,LG,W,0.314285714,8,0.2,0.555555556,0,1,1,0.465116279,5,0.489795918,0.837209302,0,0.348837209,0.647058824,7,1,0.5,WIN,3,639,2016,0.260028505,1,0.684511881,0.827586207,1,1,1,1,0.666666667,1,1,0,1,1,0.333333333,1,0
45,20160531HTLG0,20160531,LG,D,0.25,4.5,0.181818182,0.833333333,1,1,2,0.212765957,7,0.288461538,0.319148936,0,0.127659574,0.235294118,11,4,1,WIN,1,640,2016,0,0.3,0.485256227,1,1,1,1,0,1,0,0,0,0.440172859,0.425770308,1,1,1
46,20160601HTLG0,20160601,LG,L,0.303030303,5,0.090909091,0.333333333,0,1,0,0.285714286,3,0.342105263,0.4,0,0.028571429,0.1,11,1,0.5,LOSE,0,640,2016,0.184283391,0.4,0,0.275862069,1,1,0,0.483773087,0,0.456521739,0.18040746,0,0,0,1,1,0
47,20160602HTLG0,20160602,LG,W,0.275862069,1,0.275862069,0.333333333,0,2,0,0.35483871,5,0.421052632,0.483870968,0,0.258064516,0.5,6,3,1,WIN,3,643,2016,0.001450358,0,1,0.275862069,1,1,0,1,0.666666667,1,0.511967115,0,1,1,0,1,1
48,20160603LGKT0,20160603,LG,L,0.263157895,2.53125,0.131578947,0.1875,0,1,1,0.292682927,7,0.382978723,0.43902439,1,0.048780488,0.083333333,14,0,0,LOSE,0,643,2016,0,0,0,0,1,1,1,0.547355042,1,0.811054579,0.334679119,1,0,0,1,0,0
49,20160604LGKT0,20160604,LG,W,0.285714286,4,0.085714286,0.222222222,0,0,0,0.441860465,5,0.469387755,0.744186047,1,0.302325581,0.411764706,11,1,1,WIN,3,646,2016,0.067752447,0.2,0,0,1,0,0,1,0.666666667,1,1,1,1,1,1,1,1
50,20160605LGKT0,20160605,LG,L,0.459459459,11.25,0.189189189,0.625,0,0,0,0.307692308,3,0.341463415,0.41025641,0,0.051282051,0.083333333,13,0,0.622112211,LOSE,0,646,2016,1,1,0.566035546,1,1,0,0,0.684300792,0,0.450954401,0.220953216,0,0,0,1,0,0.244224422
51,20160607SSLG0,20160607,LG,L,0.4,8,0.057142857,0.666666667,0,3,0,0.352941176,6,0.435897436,0.588235294,1,0.147058824,0.222222222,9,1,1,LOSE,0,646,2016,0.836856678,1,0,1,1,1,0,1,1,1,0.924541347,1,0.608955253,0.365560366,1,1,1
52,20160608SSLG0,20160608,LG,W,0.475,6,0.175,0.333333333,0,1,0,0.382352941,11,0.488372093,0.676470588,2,0.294117647,0.230769231,10,4,1,WIN,3,649,2016,1,0.6,0.410535356,0.275862069,1,1,0,1,1,1,1,1,1,0.404928405,1,1,1
53,20160609SSLG0,20160609,LG,W,0.361111111,4,0.138888889,0.111111111,0,1,2,0.371428571,4,0.421052632,0.885714286,3,0.285714286,0.6,5,2,0.666666667,WIN,3,652,2016,0.5751476,0.2,0.014791488,0,1,1,1,1,0.333333333,1,1,1,1,1,0,1,0.333333333
54,20160610LGHH0,20160610,LG,L,0.305555556,1.928571429,0.25,0,0,1,0,0.2,4,0.282051282,0.2,0,0.028571429,0.2,9,0,0,LOSE,0,652,2016,0.201277487,0,1,0,1,1,0,0,0.333333333,0,0,0,0,0.263203463,1,0,0
55,20160611LGHH0,20160611,LG,W,0.242424242,3,0.151515152,0.888888889,0,1,1,0.342105263,3,0.375,0.447368421,0,0.105263158,0.230769231,10,0,0.622112211,WIN,3,655,2016,0,0,0.15316347,1,1,1,1,0.99828496,0,0.741847826,0.367664836,0,0.245313728,0.404928405,1,0,0.244224422
56,20160612LGHH0,20160612,LG,L,0.382352941,6.230769231,0.176470588,0.807692308,0,1,1,0.342857143,3,0.378378378,0.685714286,2,0.142857143,0.181818182,8,1,1,LOSE,0,655,2016,0.718097937,0.646153846,0.426651623,1,1,1,1,1,0,0.771151586,1,1,0.572398698,0.179456907,0.666666667,1,1
57,20160614NCLG0,20160614,LG,L,0.447368421,10,0.157894737,0.777777778,0,1,1,0.35,5,0.422222222,0.525,0,0.175,0.307692308,11,0,0.622112211,LOSE,0,655,2016,1,1,0.223077734,1,1,1,1,1,0.666666667,1,0.674558869,0,0.852056348,0.759240759,1,0,0.244224422
58,20160616NCLG0,20160616,LG,L,0.28125,3,0.15625,0.444444444,0,1,0,0.1875,3,0.235294118,0.1875,0,0,0,8,2,1,LOSE,0,655,2016,0.037709313,0,0.205052963,0.551724138,1,1,0,0,0,0,0,0,0,0,0.666666667,1,1
59,20160617HTLG0,20160617,LG,L,0.411764706,6,0.117647059,0.222222222,0,1,0,0.205882353,5,0.307692308,0.352941176,0,0.088235294,0.142857143,9,0,0.622112211,LOSE,0,655,2016,0.916029173,0.6,0,0,1,1,0,0,0.666666667,0.158026756,0,0,0.097163476,0,1,0,0.244224422
60,20160618HTLG0,20160618,LG,W,0.121212121,1,0.242424242,0,0,0,0,0.363636364,3,0.405405405,0.515151515,0,0.181818182,0.307692308,8,4,1,WIN,3,658,2016,0,0,1,0,1,0,0,1,0,1,0.635625728,0,0.911377667,0.759240759,0.666666667,1,1
61,20160619HTLG0,20160619,LG,L,0.384615385,9,0.128205128,0.555555556,0,1,0,0.333333333,3,0.380952381,0.487179487,0,0.128205128,0.272727273,10,0,0.622112211,LOSE,0,658,2016,0.733323416,1,0,0.827586207,1,1,0,0.91824978,0,0.793478261,0.525046392,0,0.444919427,0.598189689,1,0,0.244224422
62,20160621LGSK0,20160621,LG,W,0.285714286,5,0.2,0.444444444,0,0,0,0.325,1,0.341463415,0.575,1,0.2,0.25,6,0,0.622112211,WIN,3,661,2016,0.067752447,0.4,0.684511881,0.551724138,1,0,0,0.842216359,0,0.450954401,0.872219433,1,1,0.493506494,0,0,0.244224422
63,20160622LGSK0,20160622,LG,L,0.540540541,11.25,0.135135135,0.25,0,0,0,0.181818182,2,0.228571429,0.181818182,0,0.060606061,0.142857143,6,0,0.622112211,LOSE,0,661,2016,1,1,0,0.068965517,1,0,0,0,0,0,0,0,0,0,0,0,0.244224422
64,20160623LGSK0,20160623,LG,L,0.405405405,11.25,0.054054054,0.875,0,1,3,0.181818182,3,0.25,0.303030303,0,0.060606061,0.111111111,7,0,0.622112211,LOSE,0,661,2016,0.87323323,1,0,1,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0.244224422
65,20160624WOLG0,20160624,LG,W,0.34375,7,0.125,0.555555556,0,1,1,0.4,1,0.414634146,0.675,2,0.225,0.545454545,8,1,1,WIN,3,664,2016,0.458313189,0.8,0,0.827586207,1,1,1,1,0,1,1,1,1,1,0.666666667,1,1
66,20160625WOLG0,20160625,LG,L,0.421052632,7.2,0.157894737,0.7,0,4,0,0.3,3,0.348837209,0.45,1,0.15,0.4,8,1,0.5,LOSE,0,664,2016,0.978533773,0.84,0.223077734,1,1,1,0,0.614116095,0,0.514914055,0.378068024,1,0.634544842,1,0.666666667,1,0
67,20160626WOLG0,20160626,LG,W,0.233333333,1,0.266666667,0.222222222,0,2,0,0.206896552,2,0.258064516,0.275862069,0,0.068965517,0.142857143,5,0,0.622112211,WIN,3,667,2016,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.244224422
68,20160628LGHT0,20160628,LG,L,0.5,12.375,0.166666667,0.125,0,0,0,0.264705882,4,0.324324324,0.323529412,0,0.058823529,0.25,9,0,0.622112211,LOSE,0,667,2016,1,1,0.319209848,0,1,0,0,0.292092193,0.333333333,0.302291422,0,0,0,0.493506494,1,0,0.244224422
69,20160629LGHT0,20160629,LG,L,0.35483871,5.4,0.161290323,0.6,1,0,2,0.294117647,3,0.333333333,0.470588235,1,0.117647059,0.222222222,6,1,0.5,LOSE,0,667,2016,0.532936458,0.48,0.260290166,0.937931034,1,0,1,0.560445445,0,0.380434783,0.459457668,1,0.353059365,0.365560366,0,1,0
70,20160630LGHT0,20160630,LG,W,0.30952381,7.363636364,0.261904762,0.454545455,0,0,0,0.340425532,6,0.407407407,0.553191489,2,0.191489362,0.266666667,11,2,1,WIN,3,670,2016,0.227982495,0.872727273,1,0.576802508,1,0,0,0.982959075,1,1,0.786005783,1,0.995521383,0.57027417,1,1,1
71,20160702SKLG0,20160702,LG,L,0.294117647,4,0.147058824,0.111111111,0,0,1,0.228571429,3,0.289473684,0.285714286,0,0.057142857,0.166666667,9,1,1,LOSE,0,670,2016,0.124304229,0.2,0.1043263,0,1,0,1,0,0,0,0,0,0,0.10966811,1,1,1
72,20160703SKLG0,20160703,LG,L,0.512195122,9,0.146341463,0.444444444,0,0,2,0.324324324,6,0.395348837,0.621621622,1,0.189189189,0.3,10,3,0.75,LOSE,0,670,2016,1,1,0.096464706,0.551724138,1,0,1,0.836051487,1,0.918351871,1,1,0.975508823,0.723809524,1,1,0.5
73,20160705LGSS0,20160705,LG,L,0.352941176,7.875,0.117647059,0.5,1,1,0,0.212121212,3,0.25,0.454545455,0,0.090909091,0.125,7,0,0.622112211,LOSE,0,670,2016,0.520166701,0.975,0,0.689655172,1,1,0,0,0,0,0.396037166,0,0.120426739,0,0.333333333,0,0.244224422
74,20160707LGSS0,20160707,LG,L,0.685714286,13.5,0.142857143,0.375,0,0,2,0.358974359,6,0.431818182,0.923076923,3,0.282051282,0.333333333,7,2,0.666666667,LOSE,0,670,2016,1,1,0.058279825,0.379310345,1,0,1,1,1,1,1,1,1,0.877344877,0.333333333,1,0.333333333
75,20160708LGLT0,20160708,LG,L,0.40625,9,0.09375,0.25,0,1,0,0.257142857,2,0.289473684,0.6,1,0.142857143,0.333333333,6,3,1,LOSE,0,670,2016,0.878917066,1,0,0.068965517,1,1,0,0.223087071,0,0,0.971049715,1,0.572398698,0.877344877,0,1,1
76,20160709LGLT0,20160709,LG,L,0.510638298,11.32258065,0.14893617,0.677419355,0,0,0,0.340909091,12,0.472727273,0.75,4,0.25,0.307692308,13,1,0.5,LOSE,0,670,2016,1,1,0.124900256,1,1,0,0,0.987371072,1,1,1,1,1,0.759240759,1,1,0
77,20160710LGLT0,20160710,LG,W,0.21875,0,0.28125,0.444444444,0,0,0,0.324324324,6,0.404761905,0.594594595,1,0.162162162,0.333333333,11,2,1,WIN,3,673,2016,0,0,1,0.551724138,1,0,0,0.836051487,1,1,0.949681006,1,0.74036125,0.877344877,1,1,1
78,20160712HHLG0,20160712,LG,W,0.24137931,4,0.068965517,0.555555556,0,2,1,0.233333333,8,0.361111111,0.466666667,0,0.166666667,0.214285714,9,0,0.622112211,WIN,3,676,2016,0,0.2,0,0.827586207,1,1,1,0.005848725,1,0.621376812,0.443954878,0,0.779552512,0.329004329,1,0,0.244224422
79,20160713HHLG0,20160713,LG,L,0.378378378,7,0.162162162,0,0,0,2,0.264705882,3,0.315789474,0.323529412,0,0.147058824,0.333333333,7,1,1,LOSE,0,676,2016,0.691350472,0.8,0.269844709,0,1,0,1,0.292092193,0,0.22826087,0,0,0.608955253,0.877344877,0.333333333,1,1
80,20160714HHLG0,20160714,LG,L,0.432432432,7,0.243243243,0.222222222,0,0,0,0.257142857,4,0.297297297,0.314285714,0,0.085714286,0.333333333,8,0,0,LOSE,0,676,2016,1,0.8,1,0,1,0,0,0.223087071,0.333333333,0.06786134,0,0,0.075229543,0.877344877,0.666666667,0,0
81,20160719LGWO0,20160719,LG,W,0.416666667,6,0.222222222,0.666666667,0,1,1,0.357142857,8,0.448979592,0.642857143,2,0.261904762,0.416666667,11,1,1,WIN,3,679,2016,0.949017712,0.6,0.928046569,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,20160720LGWO0,20160720,LG,L,0.4375,7.875,0.03125,0.5,0,1,0,0.285714286,3,0.342105263,0.571428571,2,0.085714286,0,8,1,1,LOSE,0,679,2016,1,0.975,0,0.689655172,1,1,0,0.483773087,0,0.456521739,0.858100822,1,0.075229543,0,0.666666667,1,1
83,20160721LGWO0,20160721,LG,L,0.375,7.875,0.15625,0.5,1,1,1,0.257142857,4,0.333333333,0.257142857,0,0.114285714,0.333333333,9,2,1,LOSE,0,679,2016,0.668615128,0.975,0.205052963,0.689655172,1,1,1,0.223087071,0.333333333,0.380434783,0,0,0.323814121,0.877344877,1,1,1
84,20160722OBLG0,20160722,LG,L,0.5,14,0.1,0.888888889,2,1,0,0.25,3,0.289473684,0.472222222,1,0.083333333,0.2,9,0,0.622112211,LOSE,0,679,2016,1,1,0,1,1,1,0,0.157915567,0,0,0.465917163,1,0.054514162,0.263203463,1,0,0.244224422
85,20160723OBLG0,20160723,LG,W,0.366666667,7,0.166666667,0.666666667,0,2,0,0.296296296,8,0.4,0.444444444,0,0.259259259,0.5,4,0,0,WIN,3,682,2016,0.612534611,0.8,0.319209848,1,1,1,0,0.580323463,1,0.958695652,0.356105739,0,1,1,0,0,0
86,20160724OBLG0,20160724,LG,L,0.351351351,3,0.054054054,0.333333333,0,0,0,0.212121212,2,0.257142857,0.333333333,1,0.060606061,0.125,6,1,0.5,LOSE,0,682,2016,0.509467715,0,0,0.275862069,1,0,0,0,0,0,0,1,0,0,0,1,0
